P_NAME,P_HABITABLE,P_ESI,P_TYPE_COMP,P_TYPE_TEMP,P_DISTANCE_LY,P_MASS_EM,P_RADIUS,P_ORBIT_PERIOD_DAYS,P_TEMP_EQUIL_K,P_DISTANCE_STAR_AU,S_NAME,S_TYPE,S_MASS_SM,S_RADIUS,S_TEMPERATURE_K,S_LUMINOSITY
Kepler-601 b,0,0.27026942,Superterran,Hot,,,1.9057,5.3788684,847.47211,0.056899678,Kepler-601,K,0.85,0.79,5160,0.39640729
Kepler-602 b,0,0.26348929,Superterran,Hot,,,2.08506,15.284695,807.78272,0.12363896,Kepler-602,F,1.08,1.13,6062,1.5449316
Kepler-603 b,0,0.2512756,Neptunian,Hot,,,2.64556,21.053586,664.99849,0.14968125,Kepler-603,G,1.01,1.01,5808,1.0400107
Kepler-603 c,0,0.32345755,Jovian,Hot,,,6.5018,127.90758,364.44382,0.49836502,Kepler-603,G,1.01,1.01,5808,1.0400107
Kepler-603 d,0,0.29200697,Terran,Hot,,,1.32278,6.2171292,998.61801,0.066375826,Kepler-603,G,1.01,1.01,5808,1.0400107
Kepler-604 b,0,0.25920162,Neptunian,Hot,,,2.58951,25.855018,634.91349,0.17221574,Kepler-604,G,1.02,1.03,5890,1.1439954
Kepler-605 b,0,0.28580804,Terran,Hot,,,1.43488,3.3835381,1092.5083,0.042733722,Kepler-605,G,0.91,0.88,5462,0.61753386
Kepler-605 c,0,0.29356268,Terran,Hot,,,0.86317,2.3589515,1232.089,0.033599748,Kepler-605,G,0.91,0.88,5462,0.61753386
Kepler-606 b,0,0.21648046,Neptunian,Hot,,,3.30695,24.31576,725.24441,0.17105179,Kepler-606,F,1.13,1.22,6161,1.9213795
Kepler-607 b,0,0.29193889,Terran,Hot,,,0.87438,0.6381632,1751.1337,0.013684338,Kepler-607,K,0.84,0.8,5196,0.41797008
Kepler-608 b,0,0.19166291,Neptunian,Hot,,,3.64325,6.412515,992.05671,0.067534935,Kepler-608,G,1,1.01,5820,1.0486325
Kepler-609 b,0,0.20037812,Neptunian,Hot,,,3.35179,6.5212107,1059.94,0.070286277,Kepler-609,G,1.09,1.14,5971,1.4800849
Kepler-61 b,2,0.71687396,Superterran,Warm,1093,5.27,2.15232,59.87756,273.34836,0.26613965,Kepler-61,K,0.64,0.62,4017,0.089676645
Kepler-610 b,0,0.17452051,Neptunian,Hot,,,4.19254,6.9969266,1024.4074,0.073888808,Kepler-610,G,1.1,1.13,5943,1.4271462
Kepler-610 c,0,0.41911636,Neptunian,Hot,,,3.29574,151.86392,367.24587,0.5749237,Kepler-610,G,1.1,1.13,5943,1.4271462
Kepler-611 b,0,0.27375723,Superterran,Hot,,,1.64787,2.4370333,1353.4643,0.035551477,Kepler-611,G,1.01,1.01,5761,1.0067529
Kepler-612 b,0,0.21926337,Neptunian,Hot,,,2.83613,3.7221564,1137.985,0.04667826,Kepler-612,G,0.98,0.96,5693,0.86735293
Kepler-613 b,0,0.26243847,Superterran,Hot,,,2.28684,15.779796,706.83304,0.12226979,Kepler-613,G,0.98,0.96,5723,0.88578046
Kepler-614 b,0,0.26851892,Superterran,Hot,,,2.38773,14.034915,636.37164,0.10784228,Kepler-614,K,0.85,0.81,5268,0.45273258
Kepler-615 b,0,0.31371795,Superterran,Hot,,,1.73755,10.355847,589.10247,0.083702979,Kepler-615,K,0.73,0.69,4655,0.20029291
Kepler-616 b,0,0.24516485,Superterran,Hot,,,2.43257,9.9976185,831.58376,0.090195034,Kepler-616,G,0.98,0.97,5753,0.92344197
Kepler-616 c,0,0.36358459,Neptunian,Hot,,,3.40784,90.411356,399.14484,0.39150164,Kepler-616,G,0.98,0.97,5753,0.92344197
Kepler-617 b,0,0.3033599,Terran,Hot,,,1.32278,1.6826961,762.2439,0.022115838,Kepler-617,M,0.51,0.48,3712,0.039192502
Kepler-618 b,0,0.22844875,Neptunian,Hot,,,2.60072,3.5957696,1242.4425,0.046676744,Kepler-618,G,1.05,1.08,5860,1.2323289
Kepler-619 b,0,0.20661803,Neptunian,Hot,,,3.16122,5.4042722,1115.171,0.062012113,Kepler-619,G,1.09,1.11,5980,1.41169
Kepler-619 c,0,0.27037622,Superterran,Hot,,,1.69271,1.208465,1837.2822,0.022845873,Kepler-619,G,1.09,1.11,5980,1.41169
Kepler-62 b,0,0.30606767,Terran,Hot,,,1.31157,5.714932,738.50039,0.0553,Kepler-62,K,0.69,0.64,4925,0.21591039
Kepler-62 c,0,0.31357465,Subterran,Hot,,,0.53808,12.4417,569.77768,0.0929,Kepler-62,K,0.69,0.64,4925,0.21591039
Kepler-62 d,0,0.34071037,Superterran,Hot,,,1.95054,18.16406,501.32882,0.12,Kepler-62,K,0.69,0.64,4925,0.21591039
Kepler-62 e,2,0.82348299,Superterran,Warm,981,36,1.61424,122.3874,265.76596,0.427,Kepler-62,K,0.69,0.64,4925,0.21591039
GJ 273 b,1,0.84342178,Terran,Warm,19,2.8890565,1.51,18.6498,292,0.091556505,GJ 273,M,0.29,0.29,3382,0.009857779
Kepler-620 b,0,0.20566427,Neptunian,Hot,,,3.31816,12.913754,892.07859,0.11283501,Kepler-620,F,1.15,1.22,6155,1.9139057
Kepler-621 b,0,0.24851576,Superterran,Hot,,,2.29805,2.6281137,899.18239,0.033397694,Kepler-621,K,0.72,0.68,4521,0.17307905
Kepler-622 b,0,0.362141,Superterran,Hot,,,2.1299,14.282267,459.04033,0.099258486,Kepler-622,K,0.64,0.61,4201,0.10383865
Kepler-623 b,0,0.22328867,Neptunian,Hot,,,3.01549,9.0709773,776.17218,0.082166184,Kepler-623,G,0.9,0.86,5443,0.5816194
Kepler-624 b,0,0.25040746,Superterran,Hot,,,2.30926,14.586496,843.44998,0.12057977,Kepler-624,F,1.1,1.18,6117,1.7466528
Kepler-625 b,0,0.2635369,Superterran,Hot,,,1.99538,7.7519249,897.20713,0.077647422,Kepler-625,G,1.04,0.96,5789,0.92735349
Kepler-625 c,0,0.29665494,Terran,Hot,,,1.05374,4.1653651,1103.5996,0.051320323,Kepler-625,G,1.04,0.96,5789,0.92735349
Kepler-626 b,0,0.25630554,Superterran,Hot,,,2.28684,14.485852,768.69788,0.11665751,Kepler-626,G,1.01,1.05,5813,1.1278946
Kepler-627 b,0,0.20602157,Neptunian,Hot,,,3.73293,40.699444,687.60797,0.25266767,Kepler-627,F,1.3,1.49,6424,3.3875313
Kepler-628 b,0,0.11039357,Jovian,Hot,,,8.39629,15.458057,818.75555,0.121417,Kepler-628,G,1,1.28,5721,1.5725207
Kepler-629 b,0,0.29670904,Terran,Hot,,,1.37883,7.2385854,822.66242,0.07146713,Kepler-629,G,0.93,0.84,5444,0.55528979
Kepler-63 b,0,0.13847668,Jovian,Hot,,120.13899,6.10945,9.4341505,813.38038,0.0881,Kepler-63,G,0.98,0.9,5576,0.70155985
Kepler-630 b,0,0.47265751,Neptunian,Hot,,,3.18364,161.47439,342.85074,0.5840438,Kepler-630,G,1.02,1.04,5829,1.1187461
Kepler-631 b,0,0.22459143,Neptunian,Hot,,,2.90339,17.979791,827.7439,0.14426906,Kepler-631,F,1.24,1.33,6185,2.319267
Kepler-632 b,0,0.3290812,Superterran,Hot,,,2.20837,30.996607,497.04821,0.18709671,Kepler-632,G,0.91,0.84,5322,0.50716199
Kepler-633 b,0,0.27952928,Superterran,Hot,,,1.62545,8.5034072,973.4013,0.082054978,Kepler-633,G,1.02,1.15,5899,1.4348216
Kepler-634 b,0,0.26240657,Superterran,Hot,,,1.89449,5.1695018,1226.7714,0.059077361,Kepler-634,F,1.03,1.24,6075,1.8763642
Kepler-635 b,0,0.23752518,Neptunian,Hot,,,2.64556,23.44971,796.45814,0.17628625,Kepler-635,F,1.33,1.51,6174,2.9683085
Kepler-636 b,0,0.20111946,Neptunian,Hot,,,4.45037,16.080661,596.92988,0.11808239,Kepler-636,K,0.85,0.8,5203,0.42022697
Kepler-637 b,0,0.1608527,Neptunian,Hot,,,4.75304,23.205846,992.24926,0.18772515,Kepler-637,F,1.64,2.56,6096,8.1086473
Kepler-638 b,0,0.27133814,Superterran,Hot,,,1.82723,6.0797289,915.38884,0.062458745,Kepler-638,G,0.88,0.93,5382,0.65017358
Kepler-639 b,0,0.24308107,Superterran,Hot,,,2.37652,10.214205,951.54418,0.096223442,Kepler-639,G,1.14,1.29,5896,1.8017643
Kepler-640 b,0,0.26551079,Neptunian,Hot,,,2.55588,22.24814,613.03754,0.15529084,Kepler-640,G,1.01,0.94,5653,0.80846327
Kepler-641 b,0,0.2707392,Superterran,Hot,,,1.84965,9.4896157,900.91296,0.088282651,Kepler-641,G,1.02,1.13,5713,1.2187158
Kepler-642 b,0,0.21426377,Neptunian,Hot,,,2.90339,4.4174586,1536.9847,0.058929654,Kepler-642,F,1.4,1.66,6570,4.6000897
Kepler-643 b,0,0.09045403,Jovian,Hot,,,10.15626,16.338896,967.51909,0.1259867,Kepler-643,K,1,2.52,4908,3.3014745
Kepler-644 b,0,0.20411392,Neptunian,Hot,,,3.15001,3.1739171,1821.1654,0.048265339,Kepler-644,F,1.49,1.81,6747,6.0825913
Kepler-645 b,0,0.25129549,Superterran,Hot,,,2.09627,3.2758226,1410.9781,0.044952027,Kepler-645,F,1.13,1.21,6170,1.9010785
Kepler-646 b,0,0.28044851,Superterran,Hot,,,1.99538,15.873646,682.06711,0.12062991,Kepler-646,G,0.93,0.91,5634,0.74754751
Kepler-647 b,0,0.30741183,Terran,Hot,,,1.16584,16.225465,771.28002,0.12664462,Kepler-647,F,1.03,1.07,6020,1.3472313
Kepler-648 b,0,0.22449085,Neptunian,Hot,,,3.21727,17.421175,685.23391,0.13364651,Kepler-648,G,1.05,0.98,5741,0.93474034
Kepler-649 b,0,0.28855439,Superterran,Hot,,,2.26442,29.907227,580.78799,0.18661687,Kepler-649,G,0.97,0.94,5871,0.94057336
Kepler-65 b,0,0.28281453,Terran,Hot,,,1.42367,2.15491,1737.6173,0.035,Kepler-65,F,1.25,1.41,6211,2.6507757
Kepler-65 c,0,0.22941771,Neptunian,Hot,,,2.5783,5.859944,1246.6189,0.068,Kepler-65,F,1.25,1.41,6211,2.6507757
Kepler-65 d,0,0.28146585,Superterran,Hot,,,1.52456,8.13123,1121.6272,0.084,Kepler-65,F,1.25,1.41,6211,2.6507757
Kepler-65 e,0,0.26283993,Jovian,Hot,,260.61896,,258.8,349.57341,0.89024121,Kepler-65,F,1.25,1.41,6211,2.6507757
Kepler-650 b,0,0.21221535,Neptunian,Hot,,,2.95944,3.0321456,1460.6859,0.042054987,Kepler-650,G,1.08,1.35,5849,1.9110967
Kepler-651 b,0,0.27990644,Superterran,Hot,,,2.36531,21.385215,592.90139,0.14661596,Kepler-651,G,0.92,0.87,5522,0.63054017
Kepler-652 b,0,0.23640124,Superterran,Hot,,,2.48862,4.1820025,1012.4011,0.050275491,Kepler-652,G,0.97,0.88,5490,0.63029428
Kepler-653 b,0,0.27133816,Superterran,Hot,,,1.95054,14.70749,792.17805,0.11823208,Kepler-653,G,1.02,1.19,5665,1.3067191
Kepler-653 c,0,0.28812879,Subterran,Hot,,,0.7847,0.90037648,2009.9918,0.01836506,Kepler-653,G,1.02,1.19,5665,1.3067191
Kepler-654 b,0,0.26404126,Superterran,Hot,,,2.07385,13.724651,807.95245,0.11363747,Kepler-654,G,1.04,1.11,5865,1.3061909
Kepler-655 b,0,0.26454782,Neptunian,Hot,,,2.71282,46.406336,588.59453,0.26472424,Kepler-655,F,1.15,1.24,6170,1.9965154
Kepler-656 b,0,0.20617356,Neptunian,Hot,,,3.11638,1.2602591,1430.5917,0.021709455,Kepler-656,K,0.86,0.82,5281,0.46857706
Kepler-657 b,0,0.22202967,Neptunian,Hot,,,3.51994,24.543504,631.85462,0.16579614,Kepler-657,G,1.01,1.01,5808,1.0400107
Kepler-658 b,0,0.27900671,Superterran,Hot,,,1.62545,1.2870768,994.36967,0.0198469,Kepler-658,K,0.63,0.6,4103,0.091410738
Kepler-659 b,0,0.29736933,Superterran,Hot,,,2.49983,17.671796,527.11944,0.12271728,Kepler-659,K,0.79,0.74,4870,0.27597385
Kepler-66 b,0,0.23896263,Neptunian,Hot,,,2.8025,17.815815,703.89287,0.1352,Kepler-66,G,1.04,0.97,5962,1.0651236
Kepler-660 b,0,0.26050175,Neptunian,Hot,,,2.56709,9.2735819,633.63007,0.078468434,Kepler-660,K,0.75,0.71,4779,0.23558816
Kepler-661 b,0,0.23171179,Neptunian,Hot,,,3.07154,6.0293013,674.21193,0.057551091,Kepler-661,K,0.7,0.67,4483,0.16244757
Kepler-662 b,0,0.3321314,Superterran,Hot,,,2.17474,21.676975,495.15083,0.14062128,Kepler-662,K,0.79,0.74,4897,0.28214509
Kepler-663 b,0,0.23437009,Neptunian,Hot,,,2.60072,4.9967828,900.95936,0.054383775,Kepler-663,K,0.86,0.82,5264,0.46257257
Kepler-664 b,0,0.22537228,Neptunian,Hot,,,2.65677,2.5255933,1342.4276,0.03640762,Kepler-664,G,1.01,1.02,5754,1.0218059
Kepler-665 b,0,0.28278106,Neptunian,Hot,,,2.60072,16.013102,549.53485,0.11491293,Kepler-665,K,0.79,0.74,4913,0.28585062
Kepler-666 b,0,0.23853096,Superterran,Hot,,,2.39894,4.4987609,1145.8132,0.053849776,Kepler-666,G,1.03,1.05,5887,1.1864335
Kepler-667 b,0,0.25551792,Neptunian,Hot,,,4.73062,41.439628,459.61313,0.2270565,Kepler-667,G,0.91,0.87,5327,0.5460821
Kepler-668 b,0,0.23691906,Neptunian,Hot,,,2.70161,8.3539064,770.31599,0.07690284,Kepler-668,G,0.87,0.82,5352,0.4942888
Kepler-669 b,0,0.15583444,Neptunian,Hot,,,4.83151,4.1255469,1269.6067,0.052730657,Kepler-669,F,1.15,1.2,6038,1.7148399
Kepler-67 b,0,0.25003524,Neptunian,Hot,,,2.93702,15.7259,606.44945,0.1171,Kepler-67,G,0.86,0.78,5331,0.4402634
Kepler-670 b,0,0.069572337,Jovian,Hot,,,13.18296,2.8165048,1269.5912,0.03889212,Kepler-670,G,0.99,0.99,5709,0.93282292
Kepler-671 b,0,0.22637178,Neptunian,Hot,,,2.6904,4.2809586,1069.2037,0.051065487,Kepler-671,G,0.97,0.95,5624,0.80894148
Kepler-672 b,0,0.30694373,Superterran,Hot,,,2.49983,38.377462,508.53451,0.21884415,Kepler-672,G,0.95,0.92,5627,0.76027719
Kepler-673 b,0,0.12704558,Jovian,Hot,,,6.53543,3.7287311,1018.8118,0.045086288,Kepler-673,G,0.88,0.84,5355,0.51985846
Kepler-674 b,0,0.28194202,Superterran,Hot,,,1.69271,2.2433819,829.52229,0.028281043,Kepler-674,K,0.6,0.57,4192,0.089892499
Kepler-675 b,0,0.23764066,Superterran,Hot,,,2.44378,2.337438,1057.5673,0.031857521,Kepler-675,K,0.79,0.75,4945,0.30135358
Kepler-676 b,0,0.37496894,Neptunian,Hot,,,3.03791,11.598222,403.47867,0.080099023,Kepler-676,M,0.51,0.49,3701,0.040360557
Kepler-677 b,0,0.14807929,Neptunian,Hot,,,5.3808,6.5753168,957.77775,0.068673209,Kepler-677,G,1,0.99,5723,0.94200676
Kepler-678 b,0,0.15578517,Neptunian,Hot,,,5.14539,7.2750372,865.21164,0.071962955,Kepler-678,G,0.94,0.91,5520,0.68885488
Kepler-679 b,0,0.23178094,Neptunian,Hot,,,3.01549,12.393586,690.10954,0.10003392,Kepler-679,G,0.87,0.84,5403,0.53874976
Kepler-68 b,0,0.22589697,Superterran,Hot,,7.65012,,5.3988,1143.9498,0.061780151,Kepler-68,G,1.08,1.24,5793,1.5514798
Kepler-68 c,0,0.2965631,Terran,Hot,,2.0404558,,9.6051,944.07263,0.090709353,Kepler-68,G,1.08,1.24,5793,1.5514798
Kepler-68 d,0,0.37605055,Jovian,Warm,,244.72756,,634.6,233.34456,1.4917623,Kepler-68,G,1.08,1.24,5793,1.5514798
Kepler-680 b,0,0.23655593,Superterran,Hot,,,2.42136,3.6899263,1249.288,0.047936089,Kepler-680,G,1.08,1.11,5890,1.3286047
Kepler-681 b,0,0.29667998,Neptunian,Hot,,,3.08275,26.394356,480.81051,0.16102017,Kepler-681,K,0.8,0.76,5021,0.32890973
Kepler-682 b,0,0.12860912,Jovian,Hot,,,7.37618,12.611907,719.88382,0.10310807,Kepler-682,G,0.92,0.89,5559,0.67772789
Kepler-683 b,0,0.25801338,Superterran,Hot,,,1.97296,2.5391832,1292.6598,0.035924934,Kepler-683,G,0.96,0.95,5703,0.8553608
Kepler-684 b,0,0.20511111,Neptunian,Hot,,,3.363,6.770302,865.14075,0.067356305,Kepler-684,G,0.89,0.86,5493,0.60328697
Kepler-685 b,0,0.08282909,Jovian,Hot,,,10.58224,1.6255222,1691.4973,0.028007809,Kepler-685,G,1.11,1.16,5963,1.5242769
Kepler-686 b,0,0.073867668,Jovian,Hot,,,12.15164,1.5947455,1476.5314,0.02616253,Kepler-686,G,0.94,0.92,5649,0.77223699
Kepler-687 b,0,0.26863446,Neptunian,Hot,,,3.51994,20.50587,497.37538,0.13435648,Kepler-687,K,0.77,0.73,4841,0.26222536
Kepler-688 b,0,0.091030372,Jovian,Hot,,,9.76391,3.8959368,1125.1381,0.048120062,Kepler-688,G,0.98,0.96,5715,0.88083802
Kepler-689 b,0,0.25673647,Neptunian,Hot,,,2.89218,22.366561,588.09211,0.15051837,Kepler-689,G,0.91,0.88,5518,0.64325145
Kepler-69 b,0,0.25730856,Superterran,Hot,,,2.242,13.722341,780.40498,0.0952032,Kepler-69,G,0.81,0.93,5638,0.7829875
Kepler-69 c,0,0.70827348,Superterran,Hot,,,1.71513,242.4613,299.19809,0.646272,Kepler-69,G,0.81,0.93,5638,0.7829875
Kepler-690 b,0,0.13672537,Neptunian,Hot,,,5.95251,7.7480944,996.66002,0.079325683,Kepler-690,G,1.11,1.16,5913,1.4737918
Kepler-691 b,0,0.36576528,Superterran,Hot,,,2.08506,8.114379,457.90464,0.063939863,Kepler-691,M,0.53,0.5,3715,0.042664232
Kepler-692 b,0,0.25043541,Neptunian,Hot,,,3.10517,21.812935,579.02675,0.14748,Kepler-692,G,0.9,0.86,5440,0.58033819
Kepler-693 b,0,0.13247084,Jovian,Hot,,,10.17868,15.375633,549.40264,0.11040857,Kepler-693,K,0.76,0.72,4881,0.26362638
Kepler-694 b,0,0.22405641,Neptunian,Hot,,,2.8025,6.3658416,949.40545,0.066527931,Kepler-694,G,0.97,0.95,5700,0.85356241
Kepler-695 b,0,0.096586283,Jovian,Hot,,,9.21462,3.0403304,1037.6895,0.038745074,Kepler-695,K,0.84,0.8,5181,0.41316449
Kepler-696 b,0,0.13110065,Jovian,Hot,,,6.14308,4.1904256,1187.4352,0.051854159,Kepler-696,G,1.06,1.08,5903,1.2688997
Kepler-697 b,0,0.17570266,Neptunian,Hot,,,4.12528,3.7098707,1067.4333,0.045604882,Kepler-697,G,0.92,0.88,5513,0.64092315
Kepler-698 b,0,0.2100013,Neptunian,Hot,,,3.67688,16.329762,671.81968,0.12336882,Kepler-698,G,0.94,0.91,5612,0.73593944
Kepler-699 b,0,0.12603363,Jovian,Hot,,,14.11339,27.807563,507.10939,0.16740941,Kepler-699,G,0.81,0.78,5330,0.43993315
Kepler-7 b,0,0.051596948,Jovian,Hot,,140.16215,18.18262,4.8854892,1490.1759,0.06067,Kepler-7,G,1.36,1.97,5933,4.3084246
Kepler-700 b,0,0.27531129,Neptunian,Hot,,,5.98614,80.872064,407.7484,0.36345498,Kepler-700,G,0.98,0.96,5692,0.86674367
Kepler-701 b,0,0.23536122,Neptunian,Hot,,,2.83613,10.355332,723.1893,0.089079915,Kepler-701,G,0.88,0.84,5343,0.51521431
Kepler-702 b,0,0.1085548,Jovian,Hot,,,9.16978,10.526294,735.35732,0.090734837,Kepler-702,G,0.9,0.86,5419,0.57142884
Kepler-703 b,0,0.10374389,Jovian,Hot,,,8.20572,4.5835218,1286.2452,0.057051853,Kepler-703,F,1.18,1.27,6185,2.1147299
Kepler-704 b,0,0.22911297,Neptunian,Hot,,,2.61193,3.7618211,1120.5477,0.046848845,Kepler-704,G,0.97,0.96,5616,0.82137127
Kepler-705 b,2,0.7397261,Superterran,Warm,903,5.1,2.10748,56.056054,243.27842,0.23192623,Kepler-705,M,0.53,0.51,3722,0.044723365
Kepler-706 b,0,0.15584979,Jovian,Hot,,,13.17175,41.408313,460.85448,0.22356699,Kepler-706,G,0.87,0.84,5394,0.53516905
Kepler-707 b,0,0.28954315,Terran,Hot,,,1.33399,2.2374927,1111.5233,0.031072817,Kepler-707,K,0.8,0.76,5099,0.34982906
Kepler-708 b,0,0.21494662,Neptunian,Hot,,,2.92581,3.1678919,1202.6633,0.041777941,Kepler-708,G,0.97,0.96,5692,0.86674367
Kepler-709 b,0,0.25868466,Neptunian,Hot,,,2.92581,16.08525,576.51463,0.11574212,Kepler-709,K,0.8,0.77,5071,0.35127281
Kepler-710 b,0,0.26523121,Superterran,Hot,,,1.88328,4.3472855,1044.1492,0.051054138,Kepler-710,G,0.94,0.91,5611,0.73541504
Kepler-711 b,0,0.25712613,Neptunian,Hot,,,3.40784,23.589144,528.31573,0.1518486,Kepler-711,K,0.84,0.8,5222,0.42639891
Kepler-712 b,0,0.25448247,Neptunian,Hot,,,3.40784,21.022477,534.40882,0.14062372,Kepler-712,K,0.84,0.78,5148,0.38285296
Kepler-712 c,0,0.52871241,Neptunian,Warm,,,4.85393,226.89047,241.82219,0.68677348,Kepler-712,K,0.84,0.78,5148,0.38285296
Kepler-713 b,0,0.2388981,Superterran,Hot,,,2.47741,7.411141,933.43457,0.073876838,Kepler-713,G,0.98,0.99,5785,0.98349575
Kepler-714 b,0,0.093808816,Jovian,Hot,,,9.67423,8.098888,981.3282,0.081208593,Kepler-714,G,1.09,1.12,5995,1.4517153
Kepler-715 b,0,0.19169404,Neptunian,Hot,,,3.75535,10.00653,869.80984,0.092054072,Kepler-715,G,1.04,1.04,5871,1.1513401
Kepler-716 b,0,0.23904652,Neptunian,Hot,,,2.90339,10.371685,671.22041,0.08745174,Kepler-716,K,0.83,0.78,5099,0.36848338
Kepler-717 b,0,0.23993802,Superterran,Hot,,,2.42136,4.4084002,992.75239,0.0504109,Kepler-717,G,0.88,0.85,5485,0.58591285
Kepler-718 b,0,0.055768543,Jovian,Hot,,,16.55717,2.0523499,1702.6706,0.033391645,Kepler-718,F,1.18,1.3,6191,2.2244291
Kepler-719 b,0,0.10265705,Jovian,Hot,,,8.5196,5.0073178,1055.1239,0.057076595,Kepler-719,G,0.99,0.98,5777,0.95840764
Kepler-720 b,0,0.10427016,Jovian,Hot,,,8.4075,4.7083265,1021.7904,0.054033339,Kepler-720,G,0.95,0.92,5618,0.7554248
Kepler-721 b,0,0.23538338,Neptunian,Hot,,,2.64556,5.3920254,832.5162,0.056313881,Kepler-721,K,0.82,0.78,5075,0.36159468
Kepler-722 b,0,0.22750353,Neptunian,Hot,,,2.63435,4.0935733,1177.6144,0.050565814,Kepler-722,G,1.03,1.05,5863,1.1672041
Kepler-722 c,0,0.39204821,Neptunian,Hot,,,2.82492,105.14475,399.12423,0.44019697,Kepler-722,G,1.03,1.05,5863,1.1672041
Kepler-723 b,0,0.076471457,Jovian,Hot,,,12.19648,4.0822751,1044.696,0.048607916,Kepler-723,G,0.92,0.89,5539,0.66802716
Kepler-724 b,0,0.20203496,Neptunian,Hot,,,3.29574,3.3149463,1084.4385,0.041999236,Kepler-724,G,0.9,0.86,5437,0.57905909
Kepler-725 b,0,0.1693022,Jovian,Hot,,,10.62708,39.643178,464.0233,0.21799646,Kepler-725,G,0.88,0.84,5363,0.52297196
Kepler-726 b,0,0.24417805,Neptunian,Hot,,,3.26211,21.804511,579.15975,0.14634168,Kepler-726,G,0.88,0.85,5452,0.57193923
Kepler-727 b,0,0.23617676,Neptunian,Hot,,,2.53346,5.1544844,938.49112,0.056160338,Kepler-727,G,0.89,0.86,5441,0.58076502
Kepler-728 b,0,0.20256251,Neptunian,Hot,,,3.34058,5.7434773,968.66728,0.061688001,Kepler-728,G,0.95,0.93,5660,0.79528038
Kepler-729 b,0,0.19136152,Neptunian,Hot,,,3.57599,3.1663537,1165.06,0.041329338,Kepler-729,G,0.94,0.91,5633,0.74701692
Kepler-730 b,0,0.074885977,Jovian,Hot,,,12.331,6.4916828,1116.5629,0.0694,Kepler-730,G,1.05,1.41,5620,1.7769374
Kepler-730 c,0,0.27697846,Superterran,Hot,,,1.5694,2.8518834,1471.2818,0.03997,Kepler-730,G,1.05,1.41,5620,1.7769374
Kepler-731 b,0,0.066931269,Jovian,Hot,,,13.87798,3.8556036,1204.1849,0.048586641,Kepler-731,G,1.03,1.06,5849,1.1782213
Kepler-732 b,0,0.41034945,Superterran,Hot,,,2.17474,9.467814,413.12823,0.069035858,Kepler-732,M,0.49,0.46,3631,0.032954089
Kepler-732 c,0,0.29668161,Terran,Hot,,,1.26673,0.89304124,907.56474,0.014305045,Kepler-732,M,0.49,0.46,3631,0.032954089
Kepler-733 b,0,0.26038467,Neptunian,Hot,,,2.82492,20.834247,585.5772,0.14303499,Kepler-733,G,0.9,0.86,5418,0.57100716
Kepler-734 b,0,0.19958206,Neptunian,Hot,,,3.56478,6.1048529,833.26384,0.06191074,Kepler-734,G,0.85,0.78,5326,0.43861401
Kepler-735 b,0,0.23975743,Neptunian,Hot,,,2.94823,11.51517,654.90736,0.094513991,Kepler-735,K,0.85,0.8,5107,0.39006057
Kepler-736 b,0,0.21793969,Neptunian,Hot,,,2.92581,3.601472,989.80403,0.043718212,Kepler-736,K,0.86,0.81,5217,0.43545375
Kepler-737 b,0,0.6662961,Superterran,Hot,,,1.96175,28.599154,304.53482,0.14619586,Kepler-737,M,0.51,0.48,3813,0.043635338
Kepler-738 b,0,0.2932873,Superterran,Hot,,,2.49983,24.587216,536.04229,0.15733136,Kepler-738,G,0.86,0.82,5327,0.48511772
Kepler-739 b,0,0.21563443,Neptunian,Hot,,,3.31816,12.532485,729.60796,0.10304541,Kepler-739,G,0.93,0.9,5601,0.71422649
Kepler-74 b,0,0.085611088,Jovian,Hot,,200.23164,10.7616,7.340711,1001.502,0.0781,Kepler-74,F,1.18,1.12,6000,1.4565644
Kepler-740 b,0,0.16397147,Neptunian,Hot,,,4.57368,3.5841012,1060.9481,0.044406191,Kepler-740,G,0.91,0.87,5438,0.59303997
Kepler-741 b,0,0.21429836,Neptunian,Hot,,,2.97065,7.0390237,1094.7517,0.07550989,Kepler-741,F,1.16,1.24,6129,1.9439742
Kepler-742 b,0,0.23156144,Neptunian,Hot,,,3.23969,8.3608682,635.6878,0.073555475,Kepler-742,K,0.76,0.71,4642,0.20971326
Kepler-743 b,0,0.29380085,Terran,Hot,,,1.21068,3.1792629,1095.126,0.041441595,Kepler-743,G,0.94,0.85,5486,0.58634025
Kepler-744 b,0,0.29127301,Superterran,Hot,,,1.62545,12.062224,748.90912,0.10081004,Kepler-744,G,0.94,0.93,5594,0.75882982
Kepler-745 b,0,0.25632036,Superterran,Hot,,,2.16353,9.9314356,868.72906,0.091592945,Kepler-745,G,1.04,1.04,5849,1.1341795
Kepler-746 b,0,0.29593743,Terran,Hot,,,1.10979,3.4815925,1103.5107,0.043555397,Kepler-746,G,0.91,0.93,5418,0.66774485
Kepler-747 b,0,0.25345655,Neptunian,Hot,10918,24.1,5.2687,35.617606,445.53496,0.19825493,Kepler-747,K,0.82,0.78,5096,0.36761695
Kepler-748 b,0,0.23523912,Neptunian,Hot,,,2.52225,7.4074279,994.76326,0.076047062,Kepler-748,G,1.07,1.1,5934,1.3442009
Kepler-749 b,0,0.2603619,Neptunian,Hot,,,3.10517,17.317166,549.5162,0.12106998,Kepler-749,K,0.79,0.75,5009,0.31725999
